tool	CPAchecker 1.9.1-svn	CPAchecker 1.9.1-svn	CPAchecker 1.9.1-svn	CPAchecker 1.9.1-svn	CPAchecker 1.9.1-svn	CPAchecker 1.9.1-svn	CPAchecker 1.9.1-svn	CPAchecker 1.9.1-svn
loops/terminator_03-2.yml	true	9.494408831	3.638175379950553	264.589312	true	8.66714057	3.5995601089671254	252.76415999999998
loops/trex01-1.yml	false(unreach-call)	9.265970357	3.574187943013385	259.072	false(unreach-call)	8.369662952	3.534994076937437	244.36736
loops/trex01-2.yml	true	10.624965291	3.9701779671013355	262.651904	true	10.163807299	3.8152417708188295	260.194304
loops/trex02-1.yml	true	8.843548117	3.511802294990048	241.48377599999998	true	7.831253231	3.4773145341314375	227.741696
loops/trex02-2.yml	false(unreach-call)	8.573653022	3.4101169218774885	245.6576	false(unreach-call)	7.950716185	3.405771045014262	245.17836799999998
loops/trex03-1.yml	false(unreach-call)	8.481844574	3.5576820359565318	232.12032	false(unreach-call)	8.192209237	3.437803966924548	232.02611199999998
loops/trex03-2.yml	true	10.398204171	3.8300338899716735	271.37228799999997	true	9.030068961	3.7039150311611593	246.08767999999998
loops/trex04.yml	true	9.598521409	3.7144552210811526	263.40556799999996	true	8.962035427	3.639463142026216	253.210624
loops/veris.c_NetBSD-libc_loop.yml	true	11.050134915	3.9614439450670034	279.793664	true	10.288810432	3.8474040711298585	269.303808
loops/veris.c_OpenSER_cases1_stripFullBoth_arr.yml	true	25.810220866	6.618516930844635	417.91488	true	24.677722451	6.534583697095513	392.59340799999995
loops/veris.c_sendmail_tTflag_arr_one_loop.yml	true	9.065339044	3.602444176096469	248.52889599999997	true	8.496651453	3.5654802080243826	236.158976
loops/verisec_NetBSD-libc_loop.yml	false(unreach-call)	11.235721915	3.970417093951255	279.21612799999997	false(unreach-call)	10.562044304	3.965419210959226	294.924288
loops/verisec_OpenSER_cases1_stripFullBoth_arr.yml	false(unreach-call)	58.928936939	14.294271894032136	523.169792	false(unreach-call)	58	13.716435902751982	563.13856
loops/vogal-1.yml	true	242.128595808	101.97480974602513	960.12288	true	400	115.15423538070172	1079.5663359999999
loops/vogal-2.yml	false(unreach-call)	158.666833261	61.36147846211679	1024.397312	false(unreach-call)	155	69.71794892195612	1033.91232
loops/while_infinite_loop_1.yml	true	8.265064676	3.374383694026619	238.866432	true	7.403702681	3.2289828350767493	227.258368
loops/while_infinite_loop_2.yml	true	8.221204881	3.386496606050059	235.196416	true	7.420403049	3.239980468992144	220.520448
loops/while_infinite_loop_3.yml	true	7.884502965	3.378500415943563	232.81663999999998	true	7.698373208	3.2907171328552067	229.60128
loops/while_infinite_loop_4.yml	false(unreach-call)	8.408733953	3.3747756879311055	238.821376	false(unreach-call)	7.650205377	3.2476076683960855	225.03423999999998
loop-acceleration/array_1-1.yml	TIMEOUT	901.093185638	856.2826697458513	1060.036608	TIMEOUT	901.014952967	859.5796818812378	1080.430592
loop-acceleration/array_1-2.yml	true	9.339118467	3.7859887569211423	259.64544	true	8.694382094	3.697847086004913	238.15782399999998
loop-acceleration/array_2-1.yml	TIMEOUT	901.964359023	814.4188248261344	1256.513536	TIMEOUT	901.63061011	818.2598473038524	1297.465344
loop-acceleration/array_2-2.yml	TIMEOUT	901.20697002	810.0138902370818	1003.380736	TIMEOUT	902.141565003	810.8283401587978	1362.747392
loop-acceleration/array_3-1.yml	true	8.213485326	3.510009191930294	213.7088	true	9.032872217	3.66206172388047	253.263872
loop-acceleration/array_3-2.yml	TIMEOUT	900.955186111	815.1584944119677	1752.113152	TIMEOUT	901.109931513	815.5540024959482	1893.810176
loop-acceleration/array_4.yml	TIMEOUT	901.696362527	428.69716015900485	1775.4931199999999	TIMEOUT	901.522172658	422.27773260930553	1971.621888
loop-acceleration/const_1-1.yml	true	8.723302436	3.5217187758535147	244.61311999999998	true	8.685289823	3.824701455887407	237.03552
loop-acceleration/const_1-2.yml	TIMEOUT	901.01887858	575.7308970422018	1102.7742719999999	TIMEOUT	902.203161675	560.5006869900972	1221.660672
loop-acceleration/diamond_1-1.yml	true	62.770649249	21.093418407952413	605.560832	true	72	21.056110486388206	644.161536
loop-acceleration/diamond_1-2.yml	false(unreach-call)	99.084811794	38.009476411156356	641.388544	false(unreach-call)	119	38.01254730625078	617.7628159999999
loop-acceleration/diamond_2-2.yml	true	26.635420209	6.949262619018555	402.407424	true	26.59800964	6.97291419422254	456.245248
loop-acceleration/functions_1-1.yml	TIMEOUT	900.503194264	434.8417062719818	1016.373248	TIMEOUT	900.994940932	426.3032990889624	1119.62112
loop-acceleration/functions_1-2.yml	TIMEOUT	900.468354032	435.8860277561471	1134.6943999999999	TIMEOUT	902.53829176	432.81972639029846	1517.1911679999998
loop-acceleration/multivar_1-1.yml	true	8.374370416	3.4253770080395043	229.26540799999998	true	7.686658602	3.3678966122679412	217.73107199999998
loop-acceleration/multivar_1-2.yml	false(unreach-call)	8.283349208	3.3697280432097614	242.34393599999999	false(unreach-call)	7.906675166	3.359076288063079	230.35084799999998
loop-acceleration/nested_1-1.yml	true	8.690607435	3.465133863966912	237.39596799999998	true	7.92798507	3.407406256068498	227.44268799999998
loop-acceleration/nested_1-2.yml	TIMEOUT	901.766362606	423.19378633005545	1340.612608	TIMEOUT	901.839765149	420.56190833309665	1540.2885119999999
loop-acceleration/overflow_1-1.yml	TIMEOUT	901.040308964	436.71800430398434	937.050112	TIMEOUT	900.798091399	428.37243912462145	1205.8624
loop-acceleration/phases_1-1.yml	TIMEOUT	901.171212067	435.1737659238279	1002.5492479999999	TIMEOUT	902.218185517	441.5132646812126	1509.486592
loop-acceleration/phases_1-2.yml	TIMEOUT	900.502920986	435.8823488841299	990.1793279999999	TIMEOUT	902.443051542	431.8456753469072	1266.42176
loop-acceleration/phases_2-1.yml	false(unreach-call)	8.701937862	3.4699747550766915	243.597312	false(unreach-call)	7.952104942	3.3622945388779044	226.75456
loop-acceleration/phases_2-2.yml	true	8.433619382	3.4318960239179432	230.43686399999999	true	7.679476902	3.350245205219835	230.580224
loop-acceleration/simple_1-1.yml	TIMEOUT	900.439302828	435.828211680986	903.6595199999999	TIMEOUT	900.923632081	429.3419688269496	998.6621439999999
loop-acceleration/simple_1-2.yml	TIMEOUT	900.528704191	436.56987212295644	985.7146879999999	TIMEOUT	900.707977173	429.94805736187845	1038.35648
loop-acceleration/simple_2-1.yml	true	8.37700676	3.4138902600388974	239.702016	true	7.633514155	3.280221149791032	231.36665599999998
loop-acceleration/simple_2-2.yml	false(unreach-call)	8.165341425	3.422387723112479	237.715456	false(unreach-call)	7.350112268	3.2754820813424885	223.60883199999998
loop-acceleration/simple_3-1.yml	false(unreach-call)	8.24557601	3.394702237797901	235.614208	false(unreach-call)	7.750916674	3.2994716530665755	228.33151999999998
loop-acceleration/simple_3-2.yml	TIMEOUT	901.324814046	432.99449390009977	1015.795712	TIMEOUT	901.063387174	425.3272641650401	1037.3980159999999
loop-acceleration/simple_4-1.yml	TIMEOUT	900.510109219	435.53748831897974	931.930112	TIMEOUT	902.240057551	434.3019811687991	1431.949312
loop-acceleration/simple_4-2.yml	true	8.455310992	3.433644498931244	237.871104	true	7.468154412	3.3057135632261634	220.045312
loop-acceleration/underapprox_1-1.yml	false(unreach-call)	12.127688783	4.46221738983877	278.12659199999996	false(unreach-call)	11.228082018	4.316298297140747	262.057984
loop-acceleration/underapprox_1-2.yml	true	9.471659926	3.7505209911614656	284.95871999999997	true	8.656670097	3.589279306586832	262.987776
loop-acceleration/underapprox_2-1.yml	false(unreach-call)	12.140373213	4.402758733136579	308.25267199999996	false(unreach-call)	11.138967019	4.289932017680258	257.39264
loop-acceleration/underapprox_2-2.yml	true	8.431611229	3.4504023699555546	240.754688	true	8.014973403	3.504381189122796	226.88153599999998
loop-crafted/simple_array_index_value_1-1.yml	TIMEOUT	901.870145883	828.0073204450309	1849.67168	TIMEOUT	901.516218855	836.3487936439924	1951.8750719999998
loop-crafted/simple_array_index_value_1-2.yml	false(unreach-call)	9.918536592	3.837992544984445	269.807616	false(unreach-call)	9.193445486	3.843301471788436	238.50598399999998
loop-crafted/simple_array_index_value_2.yml	TIMEOUT	902.651474797	445.17016895487905	956.657664	TIMEOUT	901.908397598	437.8987257061526	1125.2858879999999
loop-crafted/simple_array_index_value_3.yml	TIMEOUT	900.9617684	429.1580212251283	1835.78624	TIMEOUT	900.991564287	423.72112495964393	2090.266624
loop-crafted/simple_array_index_value_4.i.v+lhb-reducer.yml	TIMEOUT	902.845185653	440.5544834120665	1417.306112	TIMEOUT	902.765390254	432.5169294900261	1454.4404479999998
loop-crafted/simple_array_index_value_4.i.v+nlh-reducer.yml	TIMEOUT	901.027950537	437.29384392197244	1401.667584	TIMEOUT	902.856053435	430.5519637768157	1505.083392
loop-crafted/simple_array_index_value_4.yml	TIMEOUT	902.819728676	439.07021857006475	1396.953088	TIMEOUT	902.756738448	430.30465084686875	1415.96672
loop-crafted/simple_vardep_1.yml	true	9.439906587	3.6735803820192814	255.75423999999998	true	8.588161952	3.5794453052803874	247.189504
loop-crafted/simple_vardep_2.yml	true	10.035748066	3.8138896841555834	252.104704	true	9.239173236	3.630999119952321	257.33529599999997
loop-invgen/MADWiFi-encode_ie_ok.yml	TIMEOUT	901.293487301	438.1307634101249	1411.50208	TIMEOUT	901.450273001	427.1604071208276	1794.7074559999999
loop-invgen/NetBSD_loop.yml	TIMEOUT	901.455506527	433.6811508240644	1324.5276159999999	TIMEOUT	901.532079557	422.9702727459371	1554.018304
loop-invgen/SpamAssassin-loop.i.v+cfa-reducer.yml	TIMEOUT	900.773903565	436.8221574181225	1454.358528	TIMEOUT	900.533608554	427.22188060265034	1620.2751999999998
loop-invgen/SpamAssassin-loop.yml	TIMEOUT	901.319126474	430.7381812601816	1411.989504	TIMEOUT	900.979836988	421.37625896185637	1765.5603199999998
loop-invgen/apache-escape-absolute.i.v+cfa-reducer.yml	TIMEOUT	901.431980132	434.65013936394826	2303.5330559999998	TIMEOUT	903.685318376	428.4686502139084	2404.847616
loop-invgen/apache-escape-absolute.yml	TIMEOUT	901.560439431	432.685560798971	1558.216704	TIMEOUT	901.599558467	425.16593773290515	1778.712576
loop-invgen/apache-get-tag.i.p+lhb-reducer.yml	true	46.050891993	11.021372500108555	590.6964479999999	true	39.642887258	10.04055269761011	513.609728
loop-invgen/apache-get-tag.i.p+nlh-reducer.yml	true	131.381763466	44.550004086922854	1241.972736	true	126	40.97718034405261	1221.5295999999998
loop-invgen/apache-get-tag.i.p+sep-reducer.yml	true	165.827955503	57.22636350709945	1522.6470399999998	true	157	54.348646064754575	1610.3915519999998
loop-invgen/apache-get-tag.i.v+lhb-reducer.yml	true	26.067337096	6.845431443070993	437.481472	true	23.510110123	6.271871916949749	424.25958399999996
loop-invgen/apache-get-tag.i.v+nlh-reducer.yml	true	25.606153063	6.586117364000529	440.68454399999996	true	23.881727294	6.204022714868188	419.905536
loop-invgen/apache-get-tag.yml	true	22.454200219	5.886240195017308	391.274496	true	19.798725733	5.532557595986873	377.25388799999996
loop-invgen/down.yml	TIMEOUT	900.379716171	415.4183630309999	2316.0872959999997	TIMEOUT	901.614022416	420.6685151527636	1854.439424
loop-invgen/fragtest_simple.yml	TIMEOUT	902.26684216	404.4256686058361	2181.6688639999998	TIMEOUT	901.886921772	388.4158676234074	2259.767296
loop-invgen/half_2.yml	TIMEOUT	902.674729102	427.8138863260392	2931.2901119999997	TIMEOUT	902.27254795	422.7431235960685	2981.466112
loop-invgen/heapsort.yml	TIMEOUT (EXCEPTION)	901.08303455	427.8096230949741	1399.11168	TIMEOUT	901.407833106	417.50208513531834	1568.149504
loop-invgen/id_build.i.p+nlh-reducer.yml	TIMEOUT	903.017476297	440.398470656015	1370.640384	TIMEOUT	902.414291367	432.89940786128864	1358.90944
loop-invgen/id_build.i.p+sep-reducer.yml	TIMEOUT	901.882906162	441.8335721101612	1334.726656	TIMEOUT	902.522810065	430.73004331672564	1220.718592
loop-invgen/id_build.i.v+lhb-reducer.yml	TIMEOUT	902.388344702	444.277760068886	1390.5919999999999	TIMEOUT	902.326617209	436.28497074823827	1321.885696
loop-invgen/id_build.yml	true	12.760832862	4.1699803688097745	282.923008	true	12.261474567	4.131113754119724	283.787264
loop-invgen/id_trans.yml	false(unreach-call)	8.881611116	3.497901601018384	247.066624	false(unreach-call)	8.282667501	3.4823402976617217	230.465536
loop-invgen/large_const.yml	true	13.10476202	4.305870784912258	300.613632	true	12.830977609	4.166675153188407	301.93664
loop-invgen/nest-if3.yml	TIMEOUT	902.461894603	436.0664892999921	1239.351296	TIMEOUT	903.177195299	428.86825920268893	1425.1008
loop-invgen/nested6.yml	TIMEOUT	900.790582858	433.5616160649806	1347.325952	TIMEOUT	902.500566192	425.43226766912267	1554.264064
loop-invgen/nested9.yml	TIMEOUT	901.388577619	424.90577440918423	2009.903104	TIMEOUT	903.301153153	422.86655018804595	2309.197824
loop-invgen/sendmail-close-angle.yml	TIMEOUT	902.74594403	430.0538984159939	2259.3003519999997	TIMEOUT	902.4265314	426.14040300808847	2441.6256
loop-invgen/seq-3.yml	TIMEOUT	901.302464683	382.26290557486936	2336.780288	TIMEOUT	902.311325963	415.8941203998402	2135.38816
loop-invgen/string_concat-noarr.yml	TIMEOUT	902.116576567	415.454129507998	3411.841024	TIMEOUT	904.426056189	425.38667719298974	3666.264064
loop-invgen/up.yml	TIMEOUT	900.243063614	415.037918351125	2030.6616319999998	TIMEOUT	902.185170118	409.13641820987687	2283.646976
loop-lit/afnp2014.yml	true	135.359741073	50.95352489105426	944.2426879999999	true	220	50.7415610156022	938.06592
loop-lit/bhmr2007.yml	TIMEOUT	902.501755011	442.8449908250477	842.129408	TIMEOUT	903.332703748	431.1287039956078	1028.931584
loop-lit/cggmp2005.yml	true	9.836760549	3.7702833299990743	269.217792	true	9.088290409	3.635929901152849	241.864704
loop-lit/cggmp2005_variant.yml	TIMEOUT	901.66738583	435.44560245005414	1793.634304	TIMEOUT	902.730575593	431.29365189978853	878.137344
loop-lit/cggmp2005b.yml	true	9.701256621	3.754303490044549	256.63488	true	9.286814072	3.714017581194639	256.090112
loop-lit/css2003.yml	true	10.082838739	3.742624665843323	256.856064	true	9.379103908	3.7655391437001526	262.914048
loop-lit/ddlm2013.yml	TIMEOUT	911.636510102	433.534021594096	4962.1565439999995	TIMEOUT	910.758414702	437.1227365359664	5132.238848
loop-lit/gcnr2008.yml	false(unreach-call)	8.931335854	3.4722858760505915	254.78758399999998	false(unreach-call)	8.628613226	3.553260121960193	251.31008
loop-lit/gj2007.c.i.p+lhb-reducer.yml	true	14.925561957	4.652962388005108	353.222656	true	14.513006876	4.5653105531819165	319.987712
loop-lit/gj2007.c.i.p+nlh-reducer.yml	true	16.716761782	5.089919280027971	374.280192	true	15.716986646	4.947264352347702	317.46457599999997
loop-lit/gj2007.yml	true	15.011261063	4.594287757994607	333.123584	true	14.301299409	4.532326677814126	334.651392
loop-lit/gj2007b.yml	TIMEOUT	901.052542176	434.68226004811004	1484.3535359999998	TIMEOUT	901.379654213	423.9376124362461	1651.28192
loop-lit/gr2006.yml	true	34.571323901	8.486092378851026	468.860928	true	40.99475209	9.858804014977068	416.41164799999996
loop-lit/gsv2008.c.i.p+cfa-reducer.yml	OUT OF JAVA MEMORY	743.362743772	313.41016532504	1870.753792	OUT OF JAVA MEMORY	865	363.1138802850619	2091.958272
loop-lit/gsv2008.c.i.v+cfa-reducer.yml	OUT OF JAVA MEMORY	718.561553763	300.87770295282826	1871.64672	OUT OF JAVA MEMORY	844	351.4397925590165	2111.045632
loop-lit/gsv2008.c.i.v+lhb-reducer.yml	TIMEOUT	900.543066373	437.9618172890041	1325.481984	TIMEOUT	901.574944088	423.5436781118624	1438.625792
loop-lit/gsv2008.yml	OUT OF JAVA MEMORY	704.181178325	306.8257878278382	1900.3924479999998	TIMEOUT	911.575626171	403.2241472993046	2131.439616
loop-lit/hhk2008.yml	TIMEOUT	901.248688342	432.7899192699697	2047.705088	TIMEOUT	902.371415744	424.0114008868113	1879.3349119999998
loop-lit/jm2006.c.i.v+cfa-reducer.yml	TIMEOUT	901.171928517	435.69801379786804	1278.091264	TIMEOUT	901.534005458	440.6470551788807	1725.280256
loop-lit/jm2006.yml	TIMEOUT	900.748887997	433.19000803795643	1268.383744	TIMEOUT	901.114562236	426.6440165298991	1424.408576
loop-lit/jm2006_variant.yml	TIMEOUT	900.837601478	431.5375611409545	1332.08064	TIMEOUT	901.865288766	423.75068449089304	1243.1564799999999
loop-lit/mcmillan2006.yml	TIMEOUT	902.59169531	434.3816790599376	3019.399168	TIMEOUT	908.098789123	436.55139017896727	3887.771648
loop-new/count_by_1.yml	true	8.774031715	3.5016196169890463	235.933696	true	7.905967998	3.427199645899236	233.59078399999999
loop-new/count_by_1_variant.yml	true	8.549448438	3.4529794370755553	234.38540799999998	true	7.598275799	3.464866717811674	217.178112
loop-new/count_by_2.yml	TIMEOUT	901.178575976	435.9342236430384	1070.854144	TIMEOUT	902.481820976	432.50169352209195	1319.378944
loop-new/count_by_k.yml	TIMEOUT	901.552588382	432.86124297138304	1543.921664	TIMEOUT	901.454159617	429.37188338814303	1764.4707839999999
loop-new/count_by_nondet.yml	TIMEOUT	900.456621733	437.36109357420355	1005.879296	TIMEOUT	902.464639435	430.82062990916893	1081.110528
loop-new/gauss_sum.i.p+cfa-reducer.yml	true	156.454004022	54.69033935572952	1502.4127999999998	true	159	59.49923390895128	1590.6488319999999
loop-new/gauss_sum.i.p+lhb-reducer.yml	true	158.576793939	56.09471918316558	1514.213376	true	166	62.02861203672364	1579.6346879999999
loop-new/gauss_sum.i.v+cfa-reducer.yml	true	156.236339247	55.25039214966819	1519.55456	true	156	58.15521152690053	1608.228864
loop-new/gauss_sum.yml	true	88.834645968	27.005016507115215	1437.47072	true	89	29.720898226369172	1464.778752
loop-new/half.yml	TIMEOUT	900.633157752	433.7698790151626	1035.780096	TIMEOUT	900.949283977	428.4790494949557	1081.810944
loop-new/nested-1.yml	TIMEOUT (EXCEPTION)	901.794962943	419.829999782145	1683.94752	TIMEOUT	902.239736154	411.94195669097826	1955.590144
loop-industry-pattern/aiob_1.yml	true	124.138532144	80.7263566982001	708.3458559999999	true	357	291.50105322897434	2286.964736
loop-industry-pattern/aiob_2.yml	true	127.521380162	87.08190598804504	669.732864	true	366	303.43237977987155	2217.033728
loop-industry-pattern/aiob_3.yml	true	127.195997696	83.26966415997595	693.20704	true	359	291.53136928519234	2174.5663999999997
loop-industry-pattern/aiob_4.c.v+cfa-reducer.yml	true	101.378410154	57.25357387587428	656.605184	true	100	55.88201284408569	700.235776
loop-industry-pattern/aiob_4.c.v+lh-reducer.yml	true	109.059661309	65.29021082492545	686.481408	true	177	113.50419691810384	1016.020992
loop-industry-pattern/aiob_4.c.v+lhb-reducer.yml	true	134.531301443	61.970049070194364	910.073856	true	145	70.11295775976032	935.661568
loop-industry-pattern/aiob_4.c.v+nlh-reducer.yml	true	20.369084273	5.790686959866434	363.798528	true	19.351958454	5.678858266212046	349.45843199999996
loop-industry-pattern/aiob_4.yml	true	95.07367991	54.67849111603573	696.365056	true	92	53.15360882738605	600.39168
loop-industry-pattern/mod3.c.v+cfa-reducer.yml	true	15.044647486	8.27338837319985	310.317056	true	13.42541897	7.441023821942508	281.36652799999996
loop-industry-pattern/mod3.c.v+lhb-reducer.yml	TIMEOUT	900.739935979	856.8061467343941	1836.847104	TIMEOUT	900.798161393	856.5571354199201	1876.455424
loop-industry-pattern/mod3.c.v+sep-reducer.yml	TIMEOUT	900.787281297	851.2581329415552	1949.3150719999999	TIMEOUT	900.666422303	854.0765022384003	1866.1621759999998
loop-industry-pattern/mod3.yml	true	15.299803395	8.177416577935219	300.969984	true	13.396267925	7.255974649917334	287.203328
loop-industry-pattern/nested-3.yml	TIMEOUT	902.430619036	417.79815409099683	1292.2593279999999	TIMEOUT	902.024346791	416.49274031771347	1822.3513599999999
loop-industry-pattern/ofuf_1.yml	EXCEPTION	13.72527985	13.657418330200016	286.71180799999996	EXCEPTION	12.863505311	13.490798595827073	275.279872
loop-industry-pattern/ofuf_2.yml	EXCEPTION	13.751772042	13.593578751198947	282.574848	EXCEPTION	13.219676934	13.545227413065732	307.13856
loop-industry-pattern/ofuf_3.yml	EXCEPTION	14.075104292	13.597781614866108	307.23686399999997	EXCEPTION	13.259536216	13.53195353737101	292.548608
loop-industry-pattern/ofuf_4.yml	EXCEPTION	13.811122642	13.630159372929484	297.279488	EXCEPTION	13.137211891	13.511222746688873	286.220288
